Month,Day,Interval,Calls_Offered_A,Abandoned_Calls_A,Abandoned_Rate_A,CCT_A,Calls_Offered_B,Abandoned_Calls_B,Abandoned_Rate_B,CCT_B,Calls_Offered_C,Abandoned_Calls_C,Abandoned_Rate_C,CCT_C,Calls_Offered_D,Abandoned_Calls_D,Abandoned_Rate_D,CCT_D
August,9,15:00,149.56,1,0.0093,333.37,341.36,3,0.0075,355.47,606.91,3,0.0053,373.23,353.51,4,0.0101,328.71
August,9,15:30,150.5,1,0.0096,336.86,344.9,2,0.007,348.91,590.35,3,0.0054,369.2,332.55,3,0.0087,327.83
August,9,16:00,143.17,1,0.0091,357.69,340.96,2,0.0055,364.45,570.46,3,0.0059,369.38,321.53,3,0.008,346.68
August,9,16:30,130.86,1,0.0086,318.17,316.54,2,0.0052,371.48,529.08,3,0.0054,368.3,299.54,2,0.0068,339.81
August,9,17:00,120.71,2,0.017,339.11,308.84,1,0.0045,363.31,493.3,3,0.0063,370.23,278.14,2,0.0078,338.18
August,9,17:30,104.66,2,0.0166,342.02,290.2,2,0.0058,367.03,476.52,3,0.0057,366.28,265.92,2,0.0061,341.66
August,9,18:00,95.71,1,0.0119,353.59,264.2,2,0.0086,376.3,451.2,3,0.0067,364.18,249.7,2,0.0065,341.65
August,9,18:30,82.3,1,0.0135,358.22,242.95,2,0.0081,363.97,410.51,3,0.008,373.92,215.78,1,0.0058,358.35
August,9,19:00,62.3,1,0.0089,340.32,213.2,2,0.0081,363.28,370.87,4,0.0101,362.9,207.19,1,0.0068,350.04
August,9,19:30,48.28,1,0.0122,369.21,191.25,1,0.0067,346.84,329.63,6,0.0174,360.44,184.92,1,0.0068,353.78
August,9,20:00,37.76,1,0.0178,318.65,165.09,3,0.0178,352.73,289.42,4,0.0131,369.04,151.58,1,0.0078,334.88
August,9,20:30,31.3,1,0.0384,292.92,140.36,1,0.0082,331.8,245.23,3,0.0106,361.53,140.75,1,0.008,328.32
August,9,21:00,21.81,1,0.0235,310.2,114.41,1,0.0109,333.81,205.7,2,0.0093,363.32,120.06,1,0.0123,332.54
August,9,21:30,16.88,0,0.0275,309.92,100.03,1,0.0067,343.05,166.27,1,0.0065,364.38,98.1,1,0.0074,348.6
August,9,22:00,10.51,0,0.0,402.29,77.3,0,0.0,327.63,136.07,0,0.0,351.7,83.81,0,0.0,322.91
August,9,22:30,7.74,0,0.0,334.9,61.99,0,0.0,344.76,115.57,0,0.0,353.17,67.62,0,0.0,333.68
August,9,23:00,7.32,0,0.0,395.51,46.23,0,0.0,315.84,86.21,0,0.0,339.67,57.61,0,0.0,333.18
August,9,23:30,3.55,0,0.0,247.73,35.25,0,0.0,319.21,75.7,0,0.0,340.4,45.57,0,0.0,307.91
August,10,0:00,2.49,0,0.0,395.24,29.68,0,0.0,309.53,53.22,0,0.0,333.19,35.51,0,0.0,324.16
August,10,0:30,2.39,0,0.0,420.34,21.45,0,0.0,303.66,39.1,0,0.0,372.11,24.39,0,0.0,331.04
August,10,1:00,2.5,0,0.0,469.77,8.04,0,0.0,416.24,28.43,0,0.0,319.63,18.83,0,0.0,352.77
August,10,1:30,2.0,0,0.0,419.82,6.12,0,0.0,349.67,24.53,0,0.0,303.67,14.32,0,0.0,409.9
August,10,2:00,1.36,0,0.0,196.05,4.68,0,0.0,398.76,17.63,0,0.0,369.97,11.27,0,0.0,377.53
August,10,2:30,1.24,0,0.0,541.71,3.27,0,0.0,358.06,11.75,0,0.0,346.44,8.21,0,0.0,438.86
August,10,3:00,1.65,0,0.0,349.49,4.2,0,0.0,353.05,12.82,0,0.0,376.89,2.35,0,0.0,439.93
August,10,3:30,1.65,0,0.0,391.14,2.04,0,0.0,308.19,8.66,0,0.0,456.29,0.45,0,0.0,294.12
August,10,4:00,1.63,0,0.0,431.06,1.52,0,0.0,385.96,9.81,0,0.0,467.09,0.3,0,0.0,348.73
August,10,4:30,1.2,0,0.0,372.76,2.75,0,0.0,440.67,6.0,0,0.0,429.59,0.19,0,0.0,272.57
August,10,5:00,2.07,0,0.0,329.33,1.49,0,0.0,648.79,10.03,0,0.0,383.68,0.57,0,0.0,386.65
August,10,5:30,2.0,0,0.0,482.76,2.21,0,0.0,325.71,10.01,0,0.0,292.89,0.26,0,0.0,454.93
August,10,6:00,2.78,0,0.0,280.12,2.81,0,0.0,329.86,16.86,0,0.0,286.5,5.23,0,0.0,265.46
August,10,6:30,1.14,0,0.0,258.17,3.37,0,0.0,340.38,23.27,0,0.0,277.58,9.69,0,0.0,306.2
August,10,7:00,4.58,0,0.0056,313.13,6.56,0,0.0157,307.21,37.5,1,0.0156,302.29,16.26,0,0.0124,331.26
August,10,7:30,5.84,0,0.0234,383.19,9.71,1,0.0534,330.92,60.41,1,0.0227,282.52,29.61,1,0.022,319.58
August,10,8:00,10.56,0,0.0109,269.4,19.08,0,0.0229,301.89,98.08,1,0.0133,302.34,45.2,1,0.0213,332.58
August,10,8:30,12.18,0,0.0077,307.93,26.14,1,0.0268,333.33,141.49,2,0.0174,314.85,61.96,1,0.0136,346.01
August,10,9:00,17.76,0,0.0056,293.88,63.75,1,0.0224,324.95,184.72,3,0.0141,326.83,91.38,2,0.0251,334.34
August,10,9:30,21.92,0,0.007,322.62,78.64,1,0.0157,344.73,225.35,3,0.0143,322.24,106.82,2,0.017,313.04
August,10,10:00,23.19,0,0.0056,305.67,98.31,2,0.0218,332.76,284.12,4,0.0158,322.87,125.19,3,0.0273,334.96
August,10,10:30,34.02,0,0.0056,294.89,112.31,4,0.0315,350.22,328.69,6,0.0172,334.47,153.7,8,0.0536,349.29
August,10,11:00,30.12,0,0.0072,318.31,120.07,3,0.027,346.06,349.09,5,0.0156,351.14,163.72,4,0.0246,335.98
August,10,11:30,31.06,0,0.0056,319.88,141.35,4,0.0312,338.69,394.0,9,0.0217,351.96,178.23,4,0.0214,342.53
August,10,12:00,47.56,0,0.0079,312.14,159.42,4,0.0271,340.52,425.46,6,0.0141,344.42,194.58,4,0.0205,334.84
August,10,12:30,58.35,1,0.0106,322.73,182.42,7,0.0406,344.59,426.57,8,0.019,342.71,196.57,3,0.0177,334.84
August,10,13:00,71.48,1,0.0156,328.98,203.68,5,0.0269,330.15,443.81,11,0.0253,364.97,194.36,5,0.0237,342.79
August,10,13:30,72.33,1,0.0082,308.91,208.19,6,0.0312,335.56,442.35,16,0.0362,360.11,212.18,5,0.0235,346.45
August,10,14:00,76.08,1,0.0081,322.23,230.3,6,0.0271,345.7,448.04,10,0.0212,358.97,205.96,4,0.0185,345.15
August,10,14:30,79.58,1,0.0122,314.44,220.29,5,0.0249,347.68,441.25,7,0.0155,355.73,213.57,5,0.0236,335.81
August,10,15:00,74.84,1,0.0093,328.72,237.19,4,0.0182,344.18,452.27,6,0.0135,362.77,202.67,3,0.0166,348.45
August,10,15:30,79.49,1,0.0169,309.13,250.15,6,0.0226,340.9,432.13,6,0.0141,362.17,217.91,6,0.0282,339.86
August,10,16:00,79.07,0,0.0056,315.1,240.79,5,0.0228,341.23,423.69,7,0.0163,359.4,194.86,3,0.0176,355.11
August,10,16:30,73.74,0,0.0062,299.78,226.9,5,0.0228,334.83,418.8,9,0.0207,365.77,200.16,5,0.0252,347.63
August,10,17:00,62.71,1,0.0093,322.11,221.88,6,0.0256,345.42,388.43,6,0.0153,363.72,188.17,3,0.0165,353.08
August,10,17:30,60.88,0,0.008,302.81,205.66,5,0.0259,345.75,370.39,5,0.0133,352.24,181.48,3,0.0164,349.7
August,10,18:00,43.6,0,0.0071,330.16,193.6,5,0.0244,343.1,322.65,4,0.0137,366.21,168.42,3,0.0177,342.88
August,10,18:30,36.55,0,0.0091,305.21,174.7,6,0.0324,343.0,300.04,5,0.0156,360.87,158.42,3,0.0168,345.1
August,10,19:00,31.3,0,0.0068,311.88,154.69,5,0.0308,323.18,280.66,4,0.0141,362.99,144.44,2,0.0145,340.36
August,10,19:30,29.02,0,0.0088,288.45,144.33,3,0.0237,349.51,246.73,4,0.0162,362.51,144.54,2,0.0171,362.33
August,10,20:00,25.18,0,0.0158,311.4,120.78,2,0.0197,341.68,226.74,4,0.0157,357.49,127.17,3,0.0239,359.22
August,10,20:30,21.81,0,0.0156,319.81,109.16,2,0.0203,335.29,204.51,3,0.013,350.12,113.66,2,0.0166,344.99
August,10,21:00,18.02,0,0.0217,307.74,96.38,2,0.0202,335.05,179.76,2,0.0123,346.69,90.35,2,0.0257,347.37
August,10,21:30,15.12,0,0.0088,340.79,86.42,2,0.0272,344.17,155.72,2,0.0134,341.57,81.91,1,0.0131,353.54
August,10,22:00,14.46,0,0.0,299.31,68.87,0,0.0,347.18,129.32,0,0.0,353.45,72.79,0,0.0,356.03
August,10,22:30,12.51,0,0.0,301.45,53.26,0,0.0,328.43,115.45,0,0.0,346.86,61.75,0,0.0,352.4
August,10,23:00,7.54,0,0.0,364.43,43.91,0,0.0,281.84,90.2,0,0.0,344.07,49.26,0,0.0,354.03
August,10,23:30,6.52,0,0.0,311.07,36.85,0,0.0,302.5,74.38,0,0.0,336.73,45.91,0,0.0,370.1
August,11,0:00,3.85,0,0.0,475.08,19.34,0,0.0,341.24,50.68,0,0.0,331.53,30.33,0,0.0,315.91
August,11,0:30,2.72,0,0.0,310.28,16.67,0,0.0,317.6,40.14,0,0.0,320.15,22.3,0,0.0,336.0
August,11,1:00,2.61,0,0.0,344.69,8.2,0,0.0,391.12,30.51,0,0.0,323.55,15.3,0,0.0,346.96
August,11,1:30,1.0,0,0.0,332.23,5.31,0,0.0,446.0,21.29,0,0.0,341.52,13.36,0,0.0,359.84
August,11,2:00,1.86,0,0.0,412.82,5.26,0,0.0,285.87,14.21,0,0.0,301.58,7.9,0,0.0,318.33
August,11,2:30,1.71,0,0.0,556.37,4.77,0,0.0,345.54,13.37,0,0.0,359.56,8.07,0,0.0,342.05
August,11,3:00,0.42,0,0.0,422.39,2.6,0,0.0,319.97,11.11,0,0.0,331.21,5.24,0,0.0,402.26
August,11,3:30,1.36,0,0.0,263.27,0.7,0,0.0,312.33,8.57,0,0.0,309.06,4.52,0,0.0,274.66
August,11,4:00,1.0,0,0.0,306.5,2.2,0,0.0,316.05,9.77,0,0.0,331.73,3.94,0,0.0,299.46
August,11,4:30,1.58,0,0.0,185.85,2.07,0,0.0,271.02,8.36,0,0.0,318.27,5.21,0,0.0,213.26
August,11,5:00,1.27,0,0.0,294.28,1.64,0,0.0,341.36,10.15,0,0.0,327.2,4.66,0,0.0,348.77
August,11,5:30,1.11,0,0.0,316.35,3.66,0,0.0,384.48,13.39,0,0.0,285.07,4.46,0,0.0,321.35
August,11,6:00,1.45,0,0.0,255.2,3.1,0,0.0,248.17,22.81,0,0.0,268.69,12.1,0,0.0,242.63
August,11,6:30,3.01,0,0.0,206.57,5.94,0,0.0,346.26,40.76,0,0.0,301.46,18.72,0,0.0,255.93
August,11,7:00,6.7,0,0.0371,218.86,23.89,1,0.0614,279.32,74.49,1,0.0089,257.84,33.32,1,0.0235,279.79
August,11,7:30,11.13,0,0.0391,329.65,38.55,5,0.1273,281.46,122.04,2,0.0136,265.48,54.14,2,0.03,278.94
August,11,8:00,39.44,1,0.0242,282.38,82.73,4,0.0487,277.06,250.27,3,0.0116,297.4,115.32,3,0.0239,278.25
August,11,8:30,77.99,3,0.036,306.62,131.45,12,0.0911,298.03,395.77,4,0.0106,309.36,171.19,6,0.0367,295.16
August,11,9:00,126.89,3,0.026,303.41,206.23,8,0.0401,299.15,560.83,6,0.0115,321.01,280.27,8,0.0273,300.86
August,11,9:30,165.49,4,0.0246,314.08,261.41,13,0.0502,319.11,719.22,16,0.0216,338.94,345.59,17,0.0485,315.4
August,11,10:00,196.81,4,0.0197,323.8,342.8,18,0.052,325.62,862.69,19,0.0222,340.09,416.98,17,0.0418,324.29
August,11,10:30,225.84,5,0.0241,304.75,381.07,45,0.1171,335.63,962.26,26,0.027,350.22,467.84,27,0.0575,327.62
August,11,11:00,232.58,4,0.0189,314.87,429.2,27,0.0625,342.23,1042.57,18,0.0177,359.3,498.51,22,0.0441,332.79
August,11,11:30,249.11,5,0.0182,327.42,439.52,37,0.0834,342.58,1062.05,23,0.0214,363.64,520.11,21,0.0413,333.52
August,11,12:00,243.59,6,0.0249,318.02,485.92,28,0.0571,338.9,1101.09,24,0.0222,362.71,562.5,25,0.0438,336.74
August,11,12:30,251.51,6,0.022,310.59,499.3,45,0.0908,347.57,1099.17,29,0.0261,363.79,559.48,30,0.0535,336.46
August,11,13:00,243.74,6,0.0256,309.69,518.33,29,0.0556,345.34,1082.1,18,0.0164,367.49,561.04,21,0.0377,337.17
August,11,13:30,247.26,6,0.0246,321.54,524.05,48,0.092,343.39,1076.21,28,0.0256,372.67,560.28,25,0.0445,335.07
August,11,14:00,248.19,6,0.0253,320.61,542.77,55,0.1015,339.04,1105.15,28,0.0254,375.28,583.52,28,0.0484,329.65
August,11,14:30,260.37,11,0.0419,324.14,543.62,74,0.1362,337.94,1111.22,50,0.0453,372.11,596.21,48,0.0804,339.75
August,11,15:00,254.35,7,0.029,317.18,546.66,51,0.0931,344.34,1118.12,29,0.0256,371.34,589.07,29,0.049,338.9
August,11,15:30,265.75,7,0.0254,323.66,546.57,26,0.0477,343.56,1099.35,16,0.0144,375.57,579.71,24,0.041,342.56
August,11,16:00,251.77,5,0.0193,338.33,554.09,26,0.0463,346.21,1109.69,13,0.0118,372.64,594.73,16,0.0274,347.56
August,11,16:30,249.68,5,0.0189,323.69,542.82,30,0.0551,352.77,1070.26,13,0.0121,374.05,576.74,19,0.0331,351.15
August,11,17:00,220.67,5,0.0248,327.91,515.78,26,0.0498,344.07,1015.16,14,0.0137,368.25,549.5,15,0.0267,353.25
August,11,17:30,205.87,4,0.0213,317.95,492.35,22,0.0442,352.55,928.83,13,0.0143,373.35,510.85,19,0.0368,345.52
August,11,18:00,163.82,4,0.0223,311.88,434.33,23,0.0524,346.79,869.27,18,0.0205,370.62,470.44,12,0.0251,348.26
August,11,18:30,149.6,4,0.0254,332.36,409.67,26,0.0646,345.28,765.69,11,0.0142,371.53,410.0,10,0.0244,350.79
August,11,19:00,98.82,2,0.0181,328.17,361.77,23,0.0648,354.29,668.8,11,0.0165,380.97,375.16,11,0.0299,332.64
August,11,19:30,79.75,2,0.0297,320.89,345.24,21,0.0609,333.18,608.83,13,0.0207,374.03,349.23,18,0.0526,348.47
August,11,20:00,57.28,2,0.0314,315.9,297.14,27,0.0898,332.75,526.87,11,0.021,375.95,293.63,14,0.0493,334.83
August,11,20:30,44.81,2,0.0501,326.55,241.2,15,0.0626,324.11,437.98,5,0.0124,364.1,250.5,9,0.0357,335.9
August,11,21:00,34.32,2,0.0521,332.43,190.37,12,0.0642,335.6,362.45,4,0.0116,367.15,208.68,11,0.0519,338.81
August,11,21:30,25.45,2,0.0622,329.0,160.71,8,0.048,343.83,315.28,3,0.0107,359.35,171.22,5,0.0302,348.59
August,11,22:00,20.74,0,0.0,325.34,120.23,0,0.0,321.47,236.55,0,0.0,350.83,135.33,0,0.0,339.33
August,11,22:30,13.95,0,0.0,329.23,96.6,0,0.0,305.77,185.29,0,0.0,345.49,115.47,0,0.0,338.92
August,11,23:00,13.1,0,0.0,293.28,69.86,0,0.0,299.5,145.71,0,0.0,335.23,91.4,0,0.0,347.0
August,11,23:30,8.63,0,0.0,344.15,52.57,0,0.0,289.29,108.8,0,0.0,348.85,65.94,0,0.0,332.76
August,12,0:00,4.41,0,0.0,345.55,32.24,0,0.0,313.04,73.24,0,0.0,337.01,43.5,0,0.0,316.58
August,12,0:30,3.61,0,0.0,276.5,23.08,0,0.0,319.71,52.08,0,0.0,346.87,31.07,0,0.0,334.72
August,12,1:00,2.29,0,0.0,337.15,10.8,0,0.0,332.25,36.61,0,0.0,349.75,24.85,0,0.0,374.49
August,12,1:30,1.9,0,0.0,258.65,6.19,0,0.0,314.4,26.82,0,0.0,305.14,16.68,0,0.0,347.78
August,12,2:00,1.41,0,0.0,446.01,3.13,0,0.0,348.82,19.1,0,0.0,301.3,11.45,0,0.0,325.16
August,12,2:30,1.16,0,0.0,221.07,3.25,0,0.0,363.25,18.2,0,0.0,264.37,8.89,0,0.0,301.05
August,12,3:00,1.31,0,0.0,342.58,2.6,0,0.0,373.95,12.22,0,0.0,282.1,2.18,0,0.0,372.32
August,12,3:30,1.18,0,0.0,206.97,2.23,0,0.0,222.75,11.79,0,0.0,308.47,0.22,0,0.0,265.96
August,12,4:00,0.85,0,0.0,273.68,1.58,0,0.0,256.53,8.98,0,0.0,332.56,0.21,0,0.0,490.09
August,12,4:30,1.51,0,0.0,243.14,2.34,0,0.0,230.17,9.98,0,0.0,286.87,0.1,0,0.0,319.24
August,12,5:00,1.48,0,0.0,254.14,1.36,0,0.0,348.86,10.91,0,0.0,309.01,0.21,0,0.0,216.44
August,12,5:30,2.19,0,0.0,225.52,2.62,0,0.0,328.35,14.91,0,0.0,329.55,0.44,0,0.0,323.16
August,12,6:00,1.88,0,0.0,282.72,4.05,0,0.0,287.31,27.08,0,0.0,251.27,12.22,0,0.0,232.66
August,12,6:30,3.52,0,0.0,229.91,8.06,0,0.0,316.48,45.69,0,0.0,247.25,19.63,0,0.0,242.89
August,12,7:00,7.46,0,0.0553,267.22,23.73,1,0.0529,271.67,83.21,4,0.05,269.44,37.06,1,0.0307,280.89
August,12,7:30,12.39,1,0.0722,304.56,36.08,2,0.0628,300.56,132.67,9,0.0691,271.82,64.88,2,0.0249,280.41
August,12,8:00,40.62,2,0.0374,266.61,80.37,3,0.0428,280.48,256.22,12,0.0464,299.83,120.5,4,0.0308,278.71
August,12,8:30,71.47,4,0.0571,288.2,127.39,6,0.0456,313.87,369.95,14,0.0386,312.58,173.0,4,0.0254,290.66
August,12,9:00,105.4,5,0.0457,316.31,186.25,5,0.0286,310.5,546.57,24,0.0431,321.58,258.5,6,0.0231,294.76
August,12,9:30,138.8,6,0.0403,314.33,240.91,10,0.0405,331.38,683.75,41,0.0593,331.17,320.91,10,0.0322,299.8
August,12,10:00,160.15,6,0.0346,310.94,290.36,10,0.034,324.58,794.36,42,0.0524,333.98,388.11,14,0.0353,307.94
August,12,10:30,178.35,5,0.0286,311.1,320.57,20,0.0633,339.26,888.88,79,0.0888,343.96,422.61,23,0.054,309.86
August,12,11:00,188.23,6,0.033,313.66,359.44,12,0.0344,344.07,955.65,56,0.0583,347.4,454.04,21,0.047,327.41
August,12,11:30,203.0,7,0.034,317.35,385.48,16,0.042,344.82,993.41,55,0.0549,351.05,494.33,22,0.0444,320.34
August,12,12:00,203.81,6,0.0314,318.56,406.54,13,0.0317,354.25,993.56,70,0.0708,350.83,506.78,16,0.0319,319.85
August,12,12:30,204.29,8,0.0377,308.98,420.09,21,0.0511,355.2,996.92,115,0.1154,354.95,513.16,28,0.0538,326.67
August,12,13:00,204.41,6,0.0275,311.04,441.19,17,0.0392,354.88,997.1,54,0.0537,354.64,514.97,22,0.042,319.26
August,12,13:30,200.8,5,0.0256,324.8,445.88,24,0.0533,352.65,992.31,90,0.0904,357.4,497.11,38,0.0772,327.77
August,12,14:00,212.53,6,0.0266,313.02,476.93,19,0.0408,346.21,1021.12,56,0.055,357.88,537.56,30,0.0555,325.72
August,12,14:30,213.65,6,0.0278,314.98,484.08,18,0.0372,356.47,1025.9,67,0.0652,362.12,520.95,22,0.0415,326.11
August,12,15:00,207.39,6,0.0281,316.81,483.69,16,0.0327,346.7,1011.9,51,0.0507,361.65,523.58,19,0.0365,326.04
August,12,15:30,207.19,7,0.033,318.47,468.71,16,0.034,352.75,1000.66,44,0.0443,362.71,527.07,26,0.0499,322.43
August,12,16:00,221.03,8,0.0374,327.26,466.29,14,0.0308,360.26,976.28,42,0.0428,362.95,544.3,17,0.0305,327.47
August,12,16:30,202.32,5,0.0249,329.32,446.57,14,0.0309,358.18,970.23,45,0.0467,360.47,524.44,18,0.0347,330.03
August,12,17:00,181.29,5,0.026,318.24,420.54,16,0.0383,361.96,914.34,53,0.058,364.38,472.15,14,0.0295,331.78
August,12,17:30,150.32,4,0.0254,313.46,412.55,17,0.0401,363.22,857.57,47,0.0546,359.72,454.62,19,0.0408,326.81
August,12,18:00,140.37,4,0.0296,321.6,387.32,16,0.0417,356.03,801.79,51,0.0641,359.03,422.88,14,0.0332,330.66
August,12,18:30,123.11,4,0.034,317.38,351.64,11,0.0318,351.46,686.29,49,0.072,357.29,367.96,10,0.0283,332.13
August,12,19:00,79.41,3,0.038,336.92,312.22,12,0.0381,350.33,625.56,42,0.067,359.6,335.74,11,0.0323,322.68
August,12,19:30,56.64,2,0.0324,312.13,281.07,9,0.0316,351.91,548.22,34,0.0627,352.72,306.97,16,0.0511,337.26
August,12,20:00,44.17,3,0.0713,328.02,234.1,13,0.0555,344.11,451.46,35,0.0782,358.2,259.8,14,0.0537,330.21
August,12,20:30,43.6,4,0.0917,320.47,206.95,11,0.0507,335.92,406.33,22,0.0541,357.08,229.34,8,0.0361,317.61
August,12,21:00,30.25,2,0.0744,316.83,167.33,8,0.0496,337.32,342.35,15,0.0424,350.69,179.9,8,0.0424,323.62
August,12,21:30,21.54,1,0.0342,308.42,138.09,5,0.0376,337.63,276.17,10,0.035,351.29,161.35,6,0.0402,331.47
August,12,22:00,17.28,0,0.0,284.17,109.21,0,0.0,343.22,227.95,0,0.0,346.8,124.28,0,0.0,341.1
August,12,22:30,10.8,0,0.0,286.48,86.28,0,0.0,321.8,176.41,0,0.0,344.66,104.23,0,0.0,324.44
August,12,23:00,9.0,0,0.0,326.33,63.7,0,0.0,320.92,132.27,0,0.0,337.98,77.03,0,0.0,338.72
August,12,23:30,7.02,0,0.0,345.73,43.9,0,0.0,305.71,98.54,0,0.0,333.91,61.36,0,0.0,331.8
August,13,0:00,4.09,0,0.0,305.73,30.96,0,0.0,325.79,73.71,0,0.0,354.83,38.34,0,0.0,339.7
August,13,0:30,2.32,0,0.0,326.24,22.17,0,0.0,311.58,52.13,0,0.0,339.72,28.01,0,0.0,366.87
August,13,1:00,1.84,0,0.0,422.49,9.52,0,0.0,347.12,34.01,0,0.0,349.24,21.61,0,0.0,335.92
August,13,1:30,1.88,0,0.0,415.84,4.78,0,0.0,300.36,25.59,0,0.0,359.71,15.92,0,0.0,351.31
August,13,2:00,1.56,0,0.0,422.22,2.65,0,0.0,336.8,17.38,0,0.0,304.96,9.0,0,0.0,379.5
August,13,2:30,1.87,0,0.0,297.33,3.33,0,0.0,358.66,14.34,0,0.0,327.92,8.83,0,0.0,387.8
August,13,3:00,1.74,0,0.0,374.45,2.4,0,0.0,513.09,12.17,0,0.0,324.11,2.05,0,0.0,434.26
August,13,3:30,1.33,0,0.0,329.75,2.43,0,0.0,301.73,10.49,0,0.0,383.5,0.38,0,0.0,403.04
August,13,4:00,1.32,0,0.0,293.53,2.29,0,0.0,363.85,8.41,0,0.0,357.0,0.37,0,0.0,381.75
August,13,4:30,1.52,0,0.0,219.61,2.18,0,0.0,304.2,11.06,0,0.0,383.09,0.53,0,0.0,391.19
August,13,5:00,1.21,0,0.0,328.13,1.75,0,0.0,305.73,12.1,0,0.0,300.56,0.48,0,0.0,380.88
August,13,5:30,1.65,0,0.0,323.77,1.75,0,0.0,448.36,18.1,0,0.0,292.77,1.63,0,0.0,271.55
August,13,6:00,1.79,0,0.0,310.92,4.61,0,0.0,349.28,28.81,0,0.0,276.22,12.92,0,0.0,242.59
August,13,6:30,3.57,0,0.0,290.98,5.55,0,0.0,311.65,48.63,0,0.0,265.41,22.5,0,0.0,286.92
August,13,7:00,6.65,0,0.0222,288.65,23.6,0,0.009,263.23,90.12,0,0.004,288.21,39.23,0,0.0037,253.22
August,13,7:30,13.72,0,0.0212,329.76,43.05,1,0.0275,313.89,144.33,1,0.0062,285.81,70.18,0,0.0051,281.63
August,13,8:00,43.85,0,0.0114,284.53,82.22,0,0.006,306.67,267.34,1,0.0044,301.44,123.05,0,0.0039,300.66
August,13,8:30,76.4,1,0.0149,341.96,123.55,1,0.0103,329.07,387.17,2,0.0053,318.68,177.31,1,0.0083,305.98
August,13,9:00,113.32,1,0.0112,324.67,184.36,1,0.0057,326.56,546.18,2,0.0039,330.22,266.4,1,0.005,294.74
August,13,9:30,138.24,1,0.0083,343.09,244.58,2,0.0075,333.99,693.21,2,0.0033,335.22,311.98,2,0.0067,314.29
August,13,10:00,166.84,1,0.0069,326.39,284.11,2,0.008,339.17,788.68,2,0.0024,334.86,368.25,3,0.0082,317.7
August,13,10:30,186.77,1,0.0072,332.92,311.31,5,0.0159,357.55,899.59,4,0.0045,349.39,391.07,5,0.0132,334.12
August,13,11:00,200.72,1,0.006,339.25,353.19,3,0.0091,359.48,936.87,3,0.0033,353.24,440.66,2,0.0055,330.8
August,13,11:30,206.32,1,0.0066,338.52,376.08,4,0.01,360.17,960.12,4,0.0041,356.15,452.44,2,0.0055,336.99
August,13,12:00,203.52,2,0.0078,349.59,404.65,3,0.0077,361.83,982.57,3,0.0026,357.27,464.18,2,0.005,338.09
August,13,12:30,202.2,1,0.0068,339.13,418.72,4,0.0102,368.09,995.95,5,0.0055,364.49,471.08,3,0.0057,328.4
August,13,13:00,204.77,1,0.0072,338.37,422.61,4,0.0091,355.8,987.45,3,0.0029,361.41,474.65,3,0.0065,339.96
August,13,13:30,203.65,1,0.0065,341.96,433.96,4,0.0104,361.48,985.94,3,0.0034,359.43,482.6,2,0.0051,331.37
August,13,14:00,205.6,1,0.005,339.86,439.94,3,0.0061,362.09,973.26,3,0.0027,361.79,503.77,2,0.0038,330.45
August,13,14:30,204.04,1,0.0052,345.48,448.43,3,0.0074,373.89,994.14,4,0.0036,365.58,494.72,2,0.0049,340.54
August,13,15:00,211.46,2,0.0074,339.48,436.15,2,0.0056,362.52,961.48,2,0.0024,368.37,491.75,2,0.0043,346.63
August,13,15:30,207.4,1,0.0069,345.36,448.09,3,0.0061,364.2,970.42,4,0.0041,373.56,490.49,2,0.0048,344.39
August,13,16:00,199.3,1,0.0061,351.28,440.27,2,0.0057,367.31,950.84,3,0.003,371.28,478.63,2,0.0047,338.98
August,13,16:30,191.42,1,0.0056,345.16,428.21,3,0.006,370.03,918.2,3,0.0028,368.81,463.29,2,0.0043,346.37
August,13,17:00,170.98,2,0.0103,350.34,404.59,4,0.0102,367.23,870.18,6,0.0075,367.38,465.89,6,0.0119,329.96
August,13,17:30,154.83,2,0.0105,345.93,400.41,5,0.0117,367.11,816.09,6,0.0074,363.76,416.2,4,0.0102,347.82
August,13,18:00,139.55,1,0.0064,330.34,365.47,3,0.0089,365.32,744.76,4,0.0048,375.15,381.68,2,0.006,343.55
August,13,18:30,119.72,1,0.0064,360.15,313.45,2,0.006,363.33,662.4,2,0.0035,375.76,339.98,2,0.0047,341.59
August,13,19:00,74.38,0,0.0055,356.52,289.73,2,0.0071,364.3,597.19,2,0.0037,368.09,315.45,2,0.0063,330.75
August,13,19:30,57.47,0,0.0083,339.78,260.14,2,0.0066,361.33,525.31,3,0.0052,360.02,283.31,2,0.0055,349.57
August,13,20:00,45.39,0,0.0071,326.64,226.32,2,0.0083,362.21,446.65,2,0.0038,365.33,249.47,2,0.0078,338.63
August,13,20:30,38.67,0,0.0129,325.86,191.83,2,0.0098,358.76,375.53,1,0.003,362.68,209.45,1,0.0045,333.25
August,13,21:00,30.28,0,0.0148,334.47,158.21,1,0.009,350.58,315.91,1,0.0021,363.74,174.38,2,0.0132,336.97
August,13,21:30,23.8,0,0.0072,331.5,133.43,1,0.0069,363.55,265.12,1,0.0022,357.79,151.11,1,0.0061,336.15
August,13,22:00,16.77,0,0.0,343.53,102.9,0,0.0,329.49,207.57,0,0.0,361.63,113.36,0,0.0,327.7
August,13,22:30,11.77,0,0.0,297.68,82.74,0,0.0,343.68,164.56,0,0.0,336.78,99.28,0,0.0,337.22
